brand,review,sentiment
Google,"Google to Launch Major New Social Network Called Circles, Possibly Today {link}",positive
Google,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswâ€ù @mention",neutral
Google,"Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link} via @mention",positive
Google,Google to launch new social network at SXSW? - CNET News {link} #sxsw,positive
Google,"Google to launch product! Wait, no launch, but product exists.  Wait, product does not exist! #sxsw {link}",negative
Google,I've been looking forward to the google/bing q/a on website ranking all week. #sxsw,positive
Google,There are lots of other Google efforts helping Japan! and many other global issues. :)  RT @mention RT @mention wtf is up w/people at #sxsw,positive
Google,"trying to make a detailed, colour coded, google calendar for #SXSW is proving to be really tough. also, when did i get this organized?!",positive
Google,How could Murphy USA better serve you inside Google Maps on your phone? -Google is announcing great features in v5 #SXSW,positive
Google,"Headed to my sole #sxsw event, the ACLU dotRights/Google party",neutral
Google,There are no hard feelings towards Google. @mention says they would make a great partner. #checkins #sxsw #pnid,positive
Google,Highlight of my day was undoubtedly meeting @mention from Google for 30 seconds after her softball fancrazed preso at #SXSW,positive
Google,At google party. Best ever! Get your butt over here. #sxsw,positive
Google,Google is reproducing digitally the way you organically consume information. Goggles is the best example of that. #SXSW #MarissaMeyer,positive
Google,I like it RT @mention @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky #911tweets panel #SXSW.,positive
Google,google is saving users 2 years of time with gps navigation using alternate routes w traffic #sxsw,positive
Google,grabbed a seat in ballroom d to hear @mention from Google #SXSW,positive
Google,Q: Why do social sites like Delicious often have better results than Google or Bing? #qagb #sxsw,negative
Google,Following the Google/Bing QA session at #SXSW.  Great insights for webmasters #qagb,positive
Google,Exploring the World in 3D with XML combines Google Earth w/ location of individuals to show where you've been over time. So cool! #SxSW,positive
Google,Among the things I am missing at #sxsw: the Google-ACLU 80's dance party.,positive
Google,Listening to google q&amp;a. With what she is saying I see yelp and other services going to die... #sxsw so far interesting,positive
Google,"So we get to see google fail at social on another day RT @mention Okay, no Google Circles debuting at #sxsw today",negative
Google,Google vp to speak. The topic: 10 quick steps to owning everything in the world. #sxsw {link},neutral
Google,"Listening to TWiT live @mention #sxsw. Also went to boxee keg party, google robots event, saw tim ferris speak, checked out ebay hackathon!",positive
Google,#futuremf Trajan: Google has destroyed the &lt;title&gt; tag - websites SEO them. Open Graph Protocol added a clean title tag instead #sxsw,negative
Google,Dense una vuelta por #socialfuel #sxsw para ver la gran diferencia..RT @mention &quot;The revolution will be clumsily translated by Google.&quot;,negative
Google,"Impressed with @mention from #Google. Articulate, relevant &amp; fun. #SXSW @mention Austin Convention Center {link}",positive
Google,"Ouch! Who won Google v Bing? @mention with all the respect, the Bing guy was invited just because they had to fill the third chair?#sxsw",positive
Google,#Awesome - Google Maps 5.22 at #SXSW.  Great Job #Google.,positive
Google,"This -&gt; RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",positive
Google,"Big night: Come party down with @mention and Google tonight at #sxsw: {link} Bands, food, art, interactive maps! cc: @mention",positive
Google,Good info! RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link},positive
Google,So true!!! RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,negative
Google,[Just FYI...] BREAKING: Google to Launch Major New Social Network Called Circles...Today? {link} via @mention #sxsw #socialmedia,positive
Google,"At Google's scale, tiny changes (even in colors of blue) can be meaningful. There's an optimum shade of blue for links. #sxsw @mention",positive
Google,Score! RT@mention Google handing out free pi for pi day! #SXSW #win,positive
Google,"Ideally, &quot;Google logos bring people together socially.&quot; @mention (creative lead for the google doodle team) #gsdm #googledoodle #sxsw",positive
Google,"@mention &quot;I've worked at Google for over 11 years, so I've seen a lot of evil.&quot; #qagb #sxsw",negative
Google,@mention #BT #SXSW &quot;Having a really GREAT social search is probably a very good idea for #google&quot; @mention,positive
Google,"@mention #sxsw blogger is orange, wodpress is blue, Google owns the market, so what do you do #winning",positive
Google,Google's #SxSW party theme is &quot;Party like it's 1986&quot; :) (@mention Maggie Mae's) [pic]: {link},positive
Google,Me too!! #sxsw RT @mention Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,positive
Google,#SXSW 2011: The #Google and #Bing smackdown in all its bloody banality {link},negative
Google,Just got a back door invite to the Google party. goona network my ass off! #SXSW,positive
Google,Great idea behind #circles RT @mention &amp; @mention Google Launching Secret New Social Network Called Circles {link} #sxsw,positive
Google,Enjoying a Google ice cream sandwich at the GSD&amp;M party...with an edible wrapper! #welivehere #gsdm #SXSW  {link},positive
Google,"Watching a promo for Google earth engine at 'Techies can save the world, why don't they?'. Harnessing collective power for good. #sxsw",positive
Google,At Q&amp;A with Google and Bing on website rankings. Fun. #sxsw,positive
Google,@mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,positive
Google,"Check in and offers through Google, cool. {link} #SXSW",positive
Google,@mention another google social failure? #sxsw,negative
Google,I don't want to lose your love #google #SXSW,positive
Google,Great recap of a seemingly great #sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link},positive
Google,Great recap of Google/Bing Q/A session on website ranking #SXSW #qagb {link} (via @mention cc: @mention,positive
Google,"Rachael Harris! That's who I saw. That was driving me nuts. Thank you, Google. #sxsw",positive
Google,Google's Art Project puts famous artworks into 7 billion pixels- allowing you to zoom in &amp; get an entirely different view of art. #SxSW,positive
Google,@mention at #sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},positive
Google,80s band at google/ACLU 1986 party rocks  #SXSW  {link},positive
Google,Another late start at #sxsw #sxswi damn you google and your rocking 80's party,positive
Google,The Spasmatics are rockin' it at the ACLU / Google party. #sxsw,positive
Google,"The ppl have spoken &quot;great #SXSW session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;: #qagb #sxswi",positive
Google,"Marissa Mayer #sxsw Google &quot;making smart phones smarter&quot; &amp; life more efficient: knowing your sched --&gt; suggest flights, maps, weather &amp; more",positive
Google,"Marissa Mayer, VP Consumer Products for Google, doing great job at #SXSW. Audience has tons of respect for what Google is doing w/ location.",positive
Google,"Marissa Mayer: &quot;Our focus is on location based services.&quot; Demoed Hotpot, Google Maps, vector maps, augmented reality. #sxsw #webvisions",positive
Google,Marissa Mayer: #Google wil connect the digital &amp; physical worlds through mobile  {link}  #SXSW,positive
Google,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile: {link} #google #sxsw #mobile #hotpot,positive
Google,"Google plays down social network Circles at #SxSW {link} - FB needs a rival, even if it's just to keep them on their toes",neutral
Google,Crowley says no hard feelings towards Google after Dodgeball experience. Says they would be good partner. #SXSW #checkins,positive
Google,"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",positive
Google,Excited about #sxsw tomorrow! Leaving for Austin at 8am. Will see Google's @mention at 3:30pm. Still working my schedule.,positive
Google,Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,positive
Google,I'm late but finally here at #gsdm #google #SXSW great surprise to b greeted by the lovely Lindsay stillman. Gonna b a good night.,positive
Google,#saveustechies panel at #sxsw getting off to a great start with a video on the surui carbon project by google {link},positive
Google,"Eating a coolhaus ice cream sandwich at the Google party. Hmmm, happy. #sxsw",positive
Google,"Google recreated the code for Pac-Man for their doodle, original bugs included. #sxsw #googledoodles",neutral
Google,Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link},negative
Google,Google and Bing page rank panel is ridiculously crowded. Is Al Franken or Justin Timberlake here? #sxsw {link},negative
Google,"When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw",positive
Google,ballroom d: #marissagoogle talking about some cool projects (obv). love the Google Art Project. #sxsw,positive
Google,It's pie day at the google booth at #sxsw #mylunch,positive
Google,"Having a drink called an Alan Turing and making a Lego robot. Oh, Google :) #sxsw  @mention Speakeasy {link}",positive
Google,"Kinda giddy about #TheIndustryParty with #Google (&amp; more) at #GSDM. Finally, the fun comes to us non #SWSurrogates. #sxsw #notpouting",positive
Google,Off to see @mention in &quot;Left Brain Search = Google. Right Brain Search = X&quot; panel at #SXSW #BetterSearch,positive
Google,"The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)",positive
Google,Loving the 80s music at aclu google party!!! #sxsw,positive
Google,"Any Google Analytics and DFP experts at #SXSW? Would love some insight on managing DFP campaigns, ad management/measurement. DM me! #HISXSW",positive
Google,I'm at the google party. @mention Rocks! #sxsw,positive
Google,"Man, these hipsters are getting crazy at the Google party #SXSW  {link}",positive
Google,"the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY",negative
Google,The volume is overwhelming but the market will self-police. That's why users picked Google over Bing.  #curatedebate #SXSW,positive
Google,The Google party line starts behind me. Ha! The Germ has put her towel down early... #sxsw,positive
Google,Use Google profile or FB as  entry point? FB too personal? Try Digg or Google Reader to draw people in. #hireme #sxsw,positive
Google,#SXSW hire qualified and talented women consciously early on in #startups to achieve success - Google did!,positive
Google,Trying the Steve Wozniak drink free thanks to Google #H4ckers #SXSW   @mention Speakeasy {link},positive
Google,Third time the charm?&gt;&gt;&gt; #Google to launch new social network at #SXSW? - CNET News {link},positive
Google,Just spoke with google about how they are using semantic tech to make searching user reviews better #sxsw #cmswire #web30,positive
Google,&quot;Facebook and Google are our biggest competitors.&quot; Said #4sq's Crowley #sxsw #eurosxsw,positive
Google,Yes! nailed it - Google Circles: to allow our online communication to respect the same boundaries that our offline social lives do. #sxsw,positive
Google,"#google sees the future evolving as mobile, social, and local converge to yield even more relevant results #sxsw",positive
Google,"Google prefers to launch hyped new Social features with meh, not bang? via TC {link} #SXSW",negative
Google,I can't believe what google just announced at Maggie Maes. Game changer for sure. #sxsw,positive
Google,Google seems to have sabotaged my YouTube account - WTF? Are they trying to OWN the entire online ecosystem?  VERY BAD FORM #SXSW,negative
Google,If you aren't at google you just missed the dance party of a lifetime #SXSW,positive
Google,Next presentation - Google's Marissa Mayer. Should be great! #sxsw (@mention Austin Convention Center w/ @mention {link},positive
Google,"Ha! RT @mention Google guy at #sxsw talk is explaining how he made realistic Twitter bots as an experiment. Gee, thanks for doing that.",negative
Google,#sxsw: @mention that's already kind of happening as Google tries to refine your searches and protect you from smut,positive
Google,#sxsw (@mention The League of Extraordinary H4ckers Presented By Google w/ 4 others) {link},positive
Google,"#sxsw: @mention Thinks Larry's elevation at Google is great: &quot;lost their way, caring too much about the biz, not enough about the world&quot;",positive
Google,An engineer from Google Chrome just came up to correct some misstatements about the browser. Awesome! #payingwithdata #sxsw,positive
Google,2 read l8er RT â€œ@mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxswâ€ù,positive
Google,"This is very cool, Google is basically foing their version of an Apple event and showing a ton of new product features. #sxsw",positive
Google,"Mayer comes out sans intro, still gets cheers. #techrockstar Launches into Google's priority on location - Fast, Fun &amp; Future #sxsw",positive
Google,google presentation by Mayer is a sales pitch #fail #sxsw,negative
Google,Big line for the Google/Bing session and people in line saying it should have been in one of the ballrooms #SXSW,positive
Google,Learning from Google this afternoon. Woot! #sxsw  {link},positive
Google,"but PC mag says don't hold your breath, #Circles launching slowly {link} #Google #sxsw #socialmedia",neutral
Google,"Nieuwe regel?  &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",positive
Google,Google goggles may just be my new fave thing! #sxsw,positive
Google,At a #Google #SXSW party and I don't have a badge suckas!!!,positive
Google,#sxsw Google and Wired parties were fun. good info from the conference.  Aristotle developers could have taught developers sessions-nxt year,positive
Google,"&quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",positive
Google,"&quot;google has too many products, and needs to condense them&quot; #sxsw  (FYI - they have NINE mobile products)",negative
Google,"&quot;Google looks for technical solutions, which why they're not great at community because it's a human solution.&quot; #SXSW",negative
Google,"#sxsw Google party in Austin Texas, on entry received anti privacy law petition, sunglasses and free beer. {link}",positive
Google,@mention Google and Lego teamed up 4 showdown at #SXSW w/ 14 teams of developers making #bots w/ mindstorm. 2nite they fight 12am #gsdm,neutral
Google,I think #Google lost their way by caring too much about their business (instead of their users) Tim O'Reilly #sxsw #pnid,negative
Google,"Just saw google speak, creating search engines tht can recognize pictures. Artificial intelligence is here! #SXSW",positive
Google,@mention Google was advertising the check-in-thing at #AUS #SXSW  {link},positive
Google,"@mention great stuff on Fri #SXSW: Marissa Mayer (Google), Tim O'Reilly (tech books/conferences) &amp; Matt Mullenweg (Wordpress)",positive
Google,Having a great time at the Google Party #sxswi #sxsw,positive
Google,Props to GSDM and the big G. (google) at #SXSW. Great crowd and agency space but Bluezoom can give them a run ;) {link},positive
Google,Open graph did repair the damage google did to the title tag. #sxsw #microformats,negative
Google,wow!! much hirer than I expected RT @mention 40% of google maps use is mobile #sxsw,positive
Google,"Bing/icanhas is on fire. Still going to keep searching with google, though. #sxsw #thanksforthebrandedshades",positive
Google,#google the future is &quot;the power of here&quot; paired with augmented reality and contextual reality #pnid #SxSW,positive
Google,Data is the new oil. (Companies like Google and Facebook have monopoly and terms of service to be wary of) - @mention #sxsw,negative
Google,About to hear Marissa Mayer from Google speak. 3 rows back. So cool! #SXSW #Google,positive
Google,@mention Hey! Y'all have anyway to get text updates?? I don't have a cool pocket google machine phone #sxsw,positive
Google,This is why social technology is amazing: Google has set up a Person Finder in both English and Japanese: {link} #SXSW,positive
Google,@mention I'd say yes. Facebook and Google are implementing it which brightens the future. Good impact I'm search too. #sxsw,positive
Google,"Google tries to give doodles a whimsical, fun spirit. #sxsw #GoogleDoodles",positive
Google,Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw,positive
Google,Marissa Miller of Google makes shout out to the  Khan Academy and the great things they're doing for education. #fmsignal #sxsw (cc @mention,positive
Google,"&quot;brains are to zombies what content is to google, they can't get enough&quot; #sxsw #contentrules",positive
Google,Fun with interactive maps at the @mention and Google party: {link} #sxsw,positive
Google,Good session! RT @mention 2 years of time saved every day by people qho use google maps &quot;route around&quot; feature #sxsw,positive
Google,"I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at #sxsw",negative
Google,@mention It's the next step of Google becoming Skynet. #SXSW,negative
Google,Mayer admits that Google needs to step up one-to-one customer service. Would set an amazing precedent! #sxsw #fh,positive
Google,Google's JS implementation of PAC-Man's game logic is really cool to see-really neat that the original game code was recreated in JS #sxsw,positive
Google,@mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw. Thanks brah!,positive
Google,great talk about the Google Doodles and in the end they hand out printed signed doodles #SXSW  {link},positive
Google,"Weinschenk at #bankinnovation: next battle for this is going to happen with apple, google, verizon, att. Great point. Totally agree. #sxsw",positive
Google,Great talk on using game mechanics to get user engagement @mention from google rocked it. #sxsw,positive
Google,Sounds like Buzz rebranded w/an inner circle  RT @mention Google to Launch New Social Network: &quot;Circles&quot; {link} #sxsw,positive
Google,"Google takes the mantra of 'Dont be evil' to heart, yet their pride in their products make them guilty of the 7th deadly sin, Superbia #sxsw",negative
Google,"Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",positive
Google,The #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw,positive
Google,GSDM Google party is off the hook! #SXSW  {link},positive
Google,This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,positive
Google,Google celebrating Pi Day in style at #SXSW -  {link},positive
Google,"I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw",positive
Google,Never realized that there was a story/meaning behind every Google logo. So cool. Loving hearing from the #GoogleDoodle Team! #gsdm #sxsw,positive
Google,Google will eat itself #rhizome #sxswk #sxsw  @mention Hilton {link},negative
Google,"Google will not launch Facebook competitor Circles @mention #sxsw today as thought, creeper half-friends the world over disappointed.",negative
Google,Google will take over the world #SXSW (@mention ACC - Ballroom D w/ 97 others) {link},positive
Google,"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",negative
Google,"After failure of Google buzz, Google Latitude, now Google Circle! Seriously Google needs to concentrate more on search! #FAIL #google #sxsw",negative
Google,"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",positive
Google,In a really long line to get into the ACLU/Google party. Not sure I can wait this out. #sxsw,positive
Google,Google's Marissa Mayer - she is awesome! #SXSW #MarissaGoogle  {link},positive
Google,Google's Marissa Mayer up next at #SXSW - looking forward to this.,positive
Google,Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw,positive
Google,Casually mentioned: you can forecast the DOW six days ahead based on Google mood analysis of Twitter data. #sxsw #smvis #imrich,positive
Google,marcelosomers: New version of Google Maps for Mobile is pretty amazing - vector based &amp; FAST! #sxsw: marcelosomers:... {link},positive
Google,Strong rumours abt Google unveiling a new social network called 'Circles' at  #sxsw  Does look interesting: {link},positive
Google,Doodle competition: invite kids to create own doodles. Winners are put on Google.com to celebrate their awesomeness!  #GoogleDoodle #sxsw,positive
Google,Australian business &amp; not-for-profits may be interested in these SEO insights from Google &amp; Bing at #sxsw {link} #digibiz,positive
Google,"Innovation in banking is coming from mobile. The innovators are Apple, Google and Verizon #sxsw #bankinnovation",positive
Google,"this woman is great - fessing up to issues, admitting google could do better #sxsw",negative
Google,Left brain search = google. Right brain search = X. Best session today covering semantic web and recommendations #sxsw {link},positive
Google,Grrr..plancast stuff exported to Google calendar in San Diego/pacific time did not shift to central tme #wack #sxsw,negative
Google,Google finding new ways to help small business say more on their Place Page #sxsw [Here's our overview {link},positive
Google,Google handing out free pi for pi day! #SXSW #win,positive
Google,is EVERYONE that works at google this genius??!?  Seriously smart AND artistic. #SXSW,positive
Google,interesting &quot;@mention &quot;Google looks for technical solutions which why they're not great @mention community because its a human solution #SXSWâ€ù,negative
Google,At debating brands role as publishers #sxsw.  Enjoyed what I heard from the google doodle guys too.,positive
Google,I'm looking forward to our panel tomorrow (5pm) at #SXSW: Left Brain Search = Google. Right Brain Search = X {link},positive
Google,"@mention Nice #SXSW song @mention  Donâ€™t hack, Write Rails. Under deliver, over sell. Work for Google. {link}",negative
Google,Mayer opens it up to questions. Brave girl. More &quot;Google should...&quot; than actual ?s. At least she's accessible. #sxsw,neutral
Google,"#SXSW Plans: Google party, blackberry party and then IE 8 party. Good times.",positive
Google,"&quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",positive
Google,Google continues to innovate.  I don't think we can fathom what the future will be like.  #SxSW,positive
Google,":) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",positive
Google,Nice! @mention #sxsw highlights thus far: made friends w/ istock UX developer :) #singularity blows my mind: oy! GOOGLE OWNS IT!,positive
Google,#sxsw @mention das Verpixelungsrechtâ€”the right for your house to be pixelated in Google Street Viewâ€” is a theft from the public,negative
Google,Best photo booth so far at Google's League of Extraordinary H4ckers! #sxsw  {link},positive
Google,#google to expensive mobile data plans are killing the flavor of contextual discovery abroad #SxSW #pnid,negative
Google,Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÃ¡o #sxsw,positive
Google,Anxious to see what Google has in store for #SXSW today.,positive
Google,Google two-factor auth is AWESOME when you're using public computers. Just used it at #SXSW {link},positive
Google,Fantastico! RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,positive
Google,Google doodles always strive to respect and complement the original artwork. #GoogleDoodle #sxsw,positive
Google,"Google product showcases never feel that cool. No price tag, brand equity, wow factor attached. #sxsw marissa mayer",negative
Google,At the Google party...awesome.  #SXSW,positive
Google,#SXSW #Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews,positive
Google,Wow! - Google to launch new social network at SXSW? {link} #sxsw #google,positive
Google,"Apple, Google, Intel &amp; Others Get Going Gold for the Go Game  {link} #TheGoGame #SXSW",positive
Google,Seeing Google's new maps for mobile with 3D buildings and super fast rendering over network. #sxsw,positive
Google,"Amazing joke on bad teeth picture... Just google British teeth on google, it's the first hit. @mention dude is killing it! #SXSW",positive
Google,Really cool shit #google is working on. #Google web fonts look hawt. #sxsw @mention,positive
Google,#sxsw Recommendation Engine Session was  fantastic!  Thanks #google #pandora #YouTube #stumbledupon.,positive
Google,RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,negative
Google,"RT @mention â€œ@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.â€ù",positive
Google,RT @mention @mention @mention &amp; @mention having fun at #google [pic] #SXSW {link},positive
Google,RT @mention @mention #BT #SXSW &quot;Having a really GREAT social search is probably a very good idea for #google&quot; @mention,positive
Google,RT @mention @mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,positive
Google,RT @mention @mention Google is looking at social signals more and more for search results. #qagb #sxsw,positive
Google,RT @mention @mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw.,positive
Google,RT @mention &quot;Google before you tweet is the new think before you speak&quot; -- Belinsky of Digital Democracy #sxsw #911tweets,positive
Google,"RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",positive
Google,"RT @mention &quot;Google looks for technical solutions, which why they're not great at community because it's a human solution.&quot; #SXSW",negative
Google,"RT @mention &quot;IAVA wants to be the Google of nonprofits.&quot; / yes, we do b/c our #vets deserve nothing less! #sxsw #letshookup",neutral
Google,RT @mention &quot;it's not about affirmative action; having women on product team [at Google] literally made the product better&quot; #SXSW #nptech,positive
Google,RT @mention &quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,positive
Google,RT @mention &quot;the future of local is contextual discovery.&quot; Google's Marissa Mayer argues 'where' is exceptionally valuable for any type of search. #SXSW,positive
Google,RT @mention &quot;The Google name was built on getting things out there and trying them out.&quot; -Marissa Mayer #sxsw frm @mention,positive
Google,RT @mention &quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,negative
Google,"RT @mention &quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",positive
Google,RT @mention #futuremf Trajan: Google has destroyed the &lt;title&gt; tag - websites SEO them. Open Graph Protocol added a clean title tag instead #sxsw,negative
Google,"RT @mention #qagb #sxsw Timely! RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",positive
Google,RT @mention #SXSW 2011: The Google and Bing smackdown in all its bloody banality (Guardian) {link} via @mention,negative
Google,RT @mention #SXSW hire qualified and talented women consciously early on in #startups to achieve success - Google did!,positive
Google,"RT @mention #SXSW Plans: Google party, blackberry party and then IE 8 party. Good times. where is this party lol",positive
Google,RT @mention #sxsw WAZE {link} is duking it out with google re: personalized mapping experience. Friendly &quot;panel crashing&quot;,negative
Google,"Diabetes on a plate. Thanks Google, already have that covered. {link} #sxsw",negative
Google,RT @mention Absolutely!  RT @mention Timely good schtuff from Google (People Finder 4 japan quake) {link} #iQlab #sxsw,positive
Google,RT @mention Agencies push Google in directions they never would have gone otherwise says Creative Lab Strategy Director @mention #SXSW,positive
Google,"RT @mention Another great panel at 5 pm at the Hilton - Austin's own @mention Left Brain Search = Google, Right Brain Search = X #sxsw",positive
Google,"RT @mention Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw #PNID",negative
Google,"RT @mention as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",positive
Google,"RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",positive
Google,RT @mention Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw,positive
